TradeDate,Ticker,Open,High,Low,Close,MarketHoursVolume,CumulativePriceFactor,CumulativeVolumeFactor,AdjustmentFactor,AdjustmentReason,SecId
2019-03-07 00:00:00,AAPL,173.87,174.43,172.02,172.5,23503530,7.959952187099764,6.999999999999994,,,33449
2019-03-08 00:00:00,AAPL,170.32,173.07,169.5,172.91,22674778,7.959952187099764,6.999999999999994,,,33449
2019-03-11 00:00:00,AAPL,175.41,179.12,175.35,178.9,28893651,7.959952187099764,6.999999999999994,,,33449
2019-03-12 00:00:00,AAPL,180.0,182.67,179.37,180.91,30848801,7.959952187099764,6.999999999999994,,,33449
2019-03-13 00:00:00,AAPL,182.29,183.29,180.92,181.71,29588947,7.959952187099764,6.999999999999994,,,33449
2019-03-14 00:00:00,AAPL,183.9,184.1,182.56,183.73,22436823,7.959952187099764,6.999999999999994,,,33449
2019-03-15 00:00:00,AAPL,184.7,187.33,183.74,186.12,37331249,7.959952187099764,6.999999999999994,,,33449
2019-03-18 00:00:00,AAPL,185.9,188.39,185.79,188.02,24717214,7.959952187099764,6.999999999999994,,,33449
2019-03-19 00:00:00,AAPL,188.4,188.99,185.92,186.53,30573253,7.959952187099764,6.999999999999994,,,33449
2019-03-20 00:00:00,AAPL,186.23,189.49,184.73,188.16,30180194,7.959952187099764,6.999999999999994,,,33449
2019-03-21 00:00:00,AAPL,190.0,196.32,189.81,195.09,48554668,7.959952187099764,6.999999999999994,,,33449
2019-03-22 00:00:00,AAPL,195.28,197.69,190.78,191.05,40976500,7.959952187099764,6.999999999999994,,,33449
2019-03-25 00:00:00,AAPL,191.54,191.97,186.6,188.74,42286776,7.959952187099764,6.999999999999994,,,33449
2019-03-26 00:00:00,AAPL,191.6,192.88,184.59,186.79,48268914,7.959952187099764,6.999999999999994,,,33449
2019-03-27 00:00:00,AAPL,188.71,189.76,186.55,188.47,29028186,7.959952187099764,6.999999999999994,,,33449
2019-03-28 00:00:00,AAPL,188.94,189.56,187.53,188.72,20263756,7.959952187099764,6.999999999999994,,,33449
2019-03-29 00:00:00,AAPL,189.85,190.08,188.54,189.95,22103447,7.959952187099764,6.999999999999994,,,33449
2019-04-01 00:00:00,AAPL,191.57,191.68,188.38,191.24,25502530,7.959952187099764,6.999999999999994,,,33449
2019-04-02 00:00:00,AAPL,191.05,194.46,191.06,194.02,21622732,7.959952187099764,6.999999999999994,,,33449
2019-04-03 00:00:00,AAPL,193.25,196.5,193.15,195.35,22014641,7.959952187099764,6.999999999999994,,,33449
2019-04-04 00:00:00,AAPL,194.8,196.37,193.14,195.69,18813601,7.959952187099764,6.999999999999994,,,33449
2019-04-05 00:00:00,AAPL,196.41,197.1,195.93,197.0,17268926,7.959952187099764,6.999999999999994,,,33449
2019-04-08 00:00:00,AAPL,196.42,200.23,196.34,200.1,25320549,7.959952187099764,6.999999999999994,,,33449
2019-04-09 00:00:00,AAPL,200.32,202.85,199.23,199.5,34732805,7.959952187099764,6.999999999999994,,,33449
